time_s,x_north,y_east,goal_x,goal_y,desired_heading_deg,heading_deg,heading_error_deg,dist,forward_locked,cmd
33.710,0.946,-0.268,-1.607,21.439,94.32,92.58,1.73,21.856,0,forward
33.759,0.946,-0.266,-1.607,21.439,94.32,91.49,2.83,21.854,1,forward
33.810,0.946,-0.266,-1.607,21.439,94.32,90.91,3.40,21.854,1,forward
33.859,0.945,-0.264,-1.607,21.439,94.32,90.37,3.95,21.852,1,forward
33.909,0.945,-0.264,-1.607,21.439,94.32,89.92,4.39,21.852,1,forward
33.959,0.945,-0.262,-1.607,21.439,94.32,90.89,3.43,21.851,1,forward
34.009,0.945,-0.262,-1.607,21.439,94.32,91.25,3.07,21.851,1,forward
34.059,0.945,-0.260,-1.607,21.439,94.32,92.01,2.31,21.849,1,forward
34.109,0.945,-0.260,-1.607,21.439,94.32,92.26,2.06,21.849,0,forward
34.159,0.945,-0.258,-1.607,21.439,94.32,92.21,2.11,21.847,1,forward
34.209,0.945,-0.258,-1.607,21.439,94.32,91.50,2.82,21.847,1,forward
34.259,0.945,-0.256,-1.607,21.439,94.32,91.30,3.02,21.845,1,forward
34.309,0.945,-0.256,-1.607,21.439,94.32,90.25,4.06,21.845,1,forward
34.359,0.945,-0.254,-1.607,21.439,94.32,89.86,4.45,21.843,1,forward
34.409,0.945,-0.254,-1.607,21.439,94.32,90.78,3.54,21.843,1,forward
34.459,0.945,-0.252,-1.607,21.439,94.32,91.42,2.90,21.841,1,forward
34.509,0.945,-0.252,-1.607,21.439,94.32,91.99,2.32,21.841,0,forward
34.559,0.945,-0.250,-1.607,21.439,94.32,92.90,1.42,21.839,1,forward
34.609,0.945,-0.250,-1.607,21.439,94.32,92.64,1.68,21.839,1,forward
34.659,1.087,-0.336,-1.607,21.439,94.32,91.51,2.80,21.941,1,forward
34.709,1.087,-0.336,-1.607,21.439,94.32,90.32,4.00,21.941,1,forward
34.759,1.087,-0.334,-1.607,21.439,94.32,89.78,4.54,21.939,1,forward
34.809,1.087,-0.334,-1.607,21.439,94.32,89.45,4.87,21.939,1,forward
34.859,1.087,-0.332,-1.607,21.439,94.32,89.87,4.44,21.937,0,forward
34.909,1.087,-0.332,-1.607,21.439,94.32,90.22,4.09,21.937,1,forward
34.959,1.087,-0.330,-1.607,21.439,94.32,90.70,3.62,21.935,1,forward
35.009,1.087,-0.330,-1.607,21.439,94.32,91.32,2.99,21.935,1,forward
35.059,1.086,-0.328,-1.607,21.439,94.32,91.01,3.31,21.933,1,forward
35.109,1.086,-0.328,-1.607,21.439,94.32,90.35,3.96,21.933,1,forward
35.159,1.086,-0.326,-1.607,21.439,94.32,90.08,4.23,21.931,1,forward
35.209,1.086,-0.326,-1.607,21.439,94.32,89.81,4.51,21.931,0,forward
35.259,1.087,-0.324,-1.607,21.439,94.32,88.90,5.42,21.929,1,forward
35.309,1.087,-0.324,-1.607,21.439,94.32,89.91,4.41,21.929,1,forward
35.359,1.087,-0.322,-1.607,21.439,94.32,90.09,4.22,21.927,1,forward
35.409,1.087,-0.322,-1.607,21.439,94.32,90.57,3.74,21.927,1,forward
35.459,1.086,-0.320,-1.607,21.439,94.32,90.47,3.84,21.925,1,forward
35.509,1.086,-0.320,-1.607,21.439,94.32,91.39,2.93,21.925,1,forward
35.560,1.086,-0.318,-1.607,21.439,94.32,90.80,3.51,21.923,0,forward
35.609,1.086,-0.318,-1.607,21.439,94.32,90.13,4.18,21.923,1,forward
35.659,1.231,-0.407,-1.607,21.439,94.32,89.47,4.84,22.029,1,forward
35.709,1.231,-0.407,-1.607,21.439,94.32,88.75,5.56,22.029,1,forward
35.759,1.231,-0.405,-1.607,21.439,94.32,89.51,4.80,22.027,1,forward
35.809,1.231,-0.405,-1.607,21.439,94.32,89.75,4.56,22.027,1,forward
35.859,1.231,-0.403,-1.607,21.439,94.32,90.33,3.98,22.025,1,forward
35.909,1.231,-0.403,-1.607,21.439,94.32,91.01,3.30,22.025,0,forward
35.959,1.231,-0.401,-1.607,21.439,94.32,90.90,3.42,22.023,1,forward
36.009,1.231,-0.401,-1.607,21.439,94.32,90.02,4.30,22.023,1,forward
36.059,1.231,-0.399,-1.607,21.439,94.32,89.19,5.13,22.021,1,forward
36.110,1.231,-0.399,-1.607,21.439,94.32,87.54,6.78,22.021,1,forward
36.159,1.231,-0.397,-1.607,21.439,94.32,86.67,7.64,22.019,1,forward
36.209,1.231,-0.397,-1.607,21.439,94.32,87.21,7.10,22.019,1,forward
36.259,1.231,-0.395,-1.607,21.439,94.32,87.42,6.89,22.017,0,forward
36.309,1.231,-0.395,-1.607,21.439,94.32,87.85,6.46,22.017,0,turn_left
36.359,1.231,-0.395,-1.607,21.439,94.32,90.70,3.61,22.017,1,forward
36.409,1.231,-0.395,-1.607,21.439,94.32,89.73,4.58,22.017,1,forward
36.459,1.231,-0.393,-1.607,21.439,94.32,89.24,5.08,22.015,1,forward
36.509,1.231,-0.393,-1.607,21.439,94.32,90.70,3.62,22.015,1,forward
36.559,1.231,-0.391,-1.607,21.439,94.32,90.07,4.25,22.013,1,forward
36.609,1.231,-0.391,-1.607,21.439,94.32,89.56,4.76,22.013,1,forward
36.659,1.231,-0.389,-1.607,21.439,94.32,90.43,3.88,22.011,0,forward
36.710,1.231,-0.389,-1.607,21.439,94.32,90.77,3.54,22.011,1,forward
36.759,1.377,-0.481,-1.607,21.439,94.32,91.04,3.27,22.122,1,forward
36.809,1.377,-0.481,-1.607,21.439,94.32,91.50,2.81,22.122,1,forward
36.859,1.377,-0.479,-1.607,21.439,94.32,90.95,3.37,22.120,1,forward
36.909,1.377,-0.479,-1.607,21.439,94.32,90.27,4.05,22.120,1,forward
36.960,1.377,-0.477,-1.607,21.439,94.32,89.67,4.64,22.118,1,forward
37.009,1.377,-0.477,-1.607,21.439,94.32,89.12,5.20,22.118,1,forward
37.059,1.377,-0.475,-1.607,21.439,94.32,88.52,5.80,22.116,0,forward
37.109,1.377,-0.475,-1.607,21.439,94.32,88.97,5.34,22.116,1,forward
37.159,1.377,-0.473,-1.607,21.439,94.32,89.14,5.18,22.114,1,forward
37.209,1.377,-0.473,-1.607,21.439,94.32,89.61,4.71,22.114,1,forward
37.259,1.377,-0.471,-1.607,21.439,94.32,90.31,4.01,22.112,1,forward
37.309,1.377,-0.471,-1.607,21.439,94.32,89.95,4.36,22.112,1,forward
37.359,1.378,-0.469,-1.607,21.439,94.32,88.92,5.40,22.110,1,forward
37.409,1.378,-0.469,-1.607,21.439,94.32,87.97,6.35,22.110,0,forward
37.459,1.378,-0.467,-1.607,21.439,94.32,87.05,7.26,22.108,0,turn_left
37.509,1.378,-0.467,-1.607,21.439,94.32,88.80,5.52,22.108,1,forward
37.559,1.378,-0.465,-1.607,21.439,94.32,89.30,5.02,22.107,1,forward
37.609,1.378,-0.465,-1.607,21.439,94.32,86.96,7.36,22.107,1,forward
37.660,1.378,-0.463,-1.607,21.439,94.32,86.38,7.94,22.105,1,forward
37.709,1.378,-0.463,-1.607,21.439,94.32,86.65,7.66,22.105,1,forward
37.759,1.531,-0.558,-1.607,21.439,94.32,86.96,7.36,22.219,1,forward
37.809,1.531,-0.558,-1.607,21.439,94.32,86.35,7.97,22.219,0,forward
37.859,1.531,-0.556,-1.607,21.439,94.32,85.82,8.50,22.217,0,turn_left
37.909,1.531,-0.556,-1.607,21.439,94.32,86.81,7.50,22.217,0,turn_left
37.959,1.531,-0.556,-1.607,21.439,94.32,89.14,5.18,22.217,1,forward
38.009,1.531,-0.556,-1.607,21.439,94.32,89.05,5.27,22.217,1,forward
38.059,1.532,-0.554,-1.607,21.439,94.32,85.30,9.01,22.215,1,forward
38.109,1.532,-0.554,-1.607,21.439,94.32,83.42,10.90,22.215,1,forward
38.159,1.532,-0.552,-1.607,21.439,94.32,82.98,11.34,22.213,1,forward
38.209,1.532,-0.552,-1.607,21.439,94.32,82.51,11.81,22.213,1,forward
38.260,1.532,-0.550,-1.607,21.439,94.32,81.57,12.75,22.211,0,forward
38.309,1.532,-0.550,-1.607,21.439,94.32,80.67,13.64,22.211,0,turn_left
38.360,1.532,-0.550,-1.607,21.439,94.32,82.35,11.97,22.211,0,turn_left
38.410,1.532,-0.550,-1.607,21.439,94.32,84.42,9.90,22.211,0,turn_left
38.459,1.532,-0.550,-1.607,21.439,94.32,84.81,9.51,22.211,0,turn_left
38.509,1.532,-0.550,-1.607,21.439,94.32,84.62,9.70,22.211,0,turn_left
38.559,1.532,-0.550,-1.607,21.439,94.32,85.45,8.87,22.211,0,turn_left
38.610,1.532,-0.550,-1.607,21.439,94.32,89.67,4.65,22.211,1,forward
38.659,1.532,-0.548,-1.607,21.439,94.32,89.95,4.36,22.209,1,forward
38.709,1.532,-0.548,-1.607,21.439,94.32,87.89,6.43,22.209,1,forward
38.759,1.688,-0.641,-1.607,21.439,94.32,88.17,6.14,22.324,1,forward
38.809,1.688,-0.641,-1.607,21.439,94.32,87.73,6.59,22.324,1,forward
38.859,1.688,-0.639,-1.607,21.439,94.32,85.22,9.10,22.322,1,forward
38.909,1.688,-0.639,-1.607,21.439,94.32,83.91,10.41,22.322,1,forward
38.959,1.688,-0.637,-1.607,21.439,94.32,83.04,11.28,22.320,0,forward
39.010,1.688,-0.637,-1.607,21.439,94.32,82.96,11.36,22.320,0,turn_left
39.059,1.688,-0.637,-1.607,21.439,94.32,82.89,11.43,22.320,0,turn_left
39.109,1.688,-0.637,-1.607,21.439,94.32,83.12,11.20,22.320,0,turn_left
39.159,1.688,-0.637,-1.607,21.439,94.32,85.98,8.34,22.320,0,turn_left
39.209,1.688,-0.637,-1.607,21.439,94.32,91.14,3.17,22.320,1,forward
39.259,1.688,-0.635,-1.607,21.439,94.32,92.87,1.44,22.318,1,forward
39.309,1.688,-0.635,-1.607,21.439,94.32,90.95,3.36,22.318,1,forward
39.359,1.688,-0.633,-1.607,21.439,94.32,87.05,7.27,22.316,1,forward
39.409,1.688,-0.633,-1.607,21.439,94.32,83.00,11.32,22.316,1,forward
39.460,1.689,-0.631,-1.607,21.439,94.32,79.95,14.36,22.314,1,forward
39.509,1.689,-0.631,-1.607,21.439,94.32,79.37,14.95,22.314,0,forward
39.559,1.689,-0.629,-1.607,21.439,94.32,79.18,15.14,22.313,0,turn_left
39.609,1.689,-0.629,-1.607,21.439,94.32,78.13,16.19,22.313,0,turn_left
39.659,1.689,-0.629,-1.607,21.439,94.32,77.65,16.66,22.313,0,turn_left
39.709,1.689,-0.629,-1.607,21.439,94.32,78.92,15.40,22.313,0,turn_left
39.759,1.689,-0.629,-1.607,21.439,94.32,81.53,12.78,22.313,0,turn_left
39.809,1.689,-0.629,-1.607,21.439,94.32,84.62,9.70,22.313,0,turn_left
39.859,1.838,-0.727,-1.607,21.439,94.32,87.26,7.06,22.432,0,turn_left
39.909,1.838,-0.727,-1.607,21.439,94.32,87.91,6.41,22.432,0,turn_left
39.959,1.838,-0.727,-1.607,21.439,94.32,88.00,6.31,22.432,0,turn_left
40.009,1.838,-0.727,-1.607,21.439,94.32,86.55,7.77,22.432,0,turn_left
40.059,1.838,-0.727,-1.607,21.439,94.32,82.06,12.25,22.432,0,turn_left
40.109,1.838,-0.727,-1.607,21.439,94.32,80.34,13.97,22.432,0,turn_left
40.159,1.838,-0.727,-1.607,21.439,94.32,80.87,13.44,22.432,0,turn_left
40.209,1.838,-0.727,-1.607,21.439,94.32,81.23,13.09,22.432,0,turn_left
40.259,1.838,-0.727,-1.607,21.439,94.32,81.28,13.03,22.432,0,turn_left
40.309,1.838,-0.727,-1.607,21.439,94.32,80.93,13.39,22.432,0,turn_left
40.359,1.838,-0.727,-1.607,21.439,94.32,82.34,11.97,22.432,0,turn_left
40.409,1.838,-0.727,-1.607,21.439,94.32,86.63,7.69,22.432,0,turn_left
40.459,1.838,-0.727,-1.607,21.439,94.32,89.21,5.11,22.432,1,forward
40.509,1.838,-0.727,-1.607,21.439,94.32,86.82,7.50,22.432,1,forward
40.559,1.838,-0.725,-1.607,21.439,94.32,85.50,8.81,22.430,1,forward
40.609,1.838,-0.725,-1.607,21.439,94.32,83.18,11.13,22.430,1,forward
40.659,1.839,-0.723,-1.607,21.439,94.32,81.36,12.95,22.428,1,forward
40.709,1.839,-0.723,-1.607,21.439,94.32,80.07,14.24,22.428,1,forward
40.759,1.839,-0.721,-1.607,21.439,94.32,79.75,14.56,22.426,1,forward
40.809,1.839,-0.721,-1.607,21.439,94.32,79.82,14.50,22.426,0,forward
40.859,1.839,-0.719,-1.607,21.439,94.32,80.18,14.14,22.424,0,turn_left
40.909,1.839,-0.719,-1.607,21.439,94.32,81.42,12.90,22.424,0,turn_left
40.960,1.976,-0.814,-1.607,21.439,94.32,83.58,10.74,22.539,0,turn_left
41.009,1.976,-0.814,-1.607,21.439,94.32,87.43,6.88,22.539,0,turn_left
41.059,1.976,-0.814,-1.607,21.439,94.32,90.92,3.40,22.539,1,forward
41.109,1.976,-0.814,-1.607,21.439,94.32,88.84,5.47,22.539,1,forward
41.159,1.976,-0.812,-1.607,21.439,94.32,84.70,9.61,22.537,1,forward
41.209,1.976,-0.812,-1.607,21.439,94.32,80.26,14.05,22.537,1,forward
41.259,1.977,-0.810,-1.607,21.439,94.32,76.24,18.07,22.535,1,forward
41.309,1.977,-0.810,-1.607,21.439,94.32,74.39,19.93,22.535,1,forward
41.359,1.977,-0.808,-1.607,21.439,94.32,73.71,20.61,22.533,0,forward
41.409,1.977,-0.808,-1.607,21.439,94.32,72.72,21.60,22.533,0,turn_left
41.459,1.977,-0.808,-1.607,21.439,94.32,73.28,21.04,22.533,0,turn_left
41.509,1.977,-0.808,-1.607,21.439,94.32,73.61,20.71,22.533,0,turn_left
41.559,1.977,-0.808,-1.607,21.439,94.32,76.41,17.91,22.533,0,turn_left
41.609,1.977,-0.808,-1.607,21.439,94.32,82.05,12.26,22.533,0,turn_left
41.659,1.977,-0.808,-1.607,21.439,94.32,86.07,8.24,22.533,0,turn_left
41.709,1.977,-0.808,-1.607,21.439,94.32,87.55,6.77,22.533,0,turn_left
41.759,1.977,-0.808,-1.607,21.439,94.32,87.93,6.39,22.533,0,turn_left
41.809,1.977,-0.808,-1.607,21.439,94.32,86.61,7.70,22.533,0,turn_left
41.859,1.977,-0.808,-1.607,21.439,94.32,82.59,11.73,22.533,0,turn_left
41.909,1.977,-0.808,-1.607,21.439,94.32,81.27,13.05,22.533,0,turn_left
41.959,1.977,-0.808,-1.607,21.439,94.32,81.44,12.88,22.533,0,turn_left
42.009,1.977,-0.808,-1.607,21.439,94.32,81.97,12.34,22.533,0,turn_left
42.059,2.112,-0.898,-1.607,21.439,94.32,82.13,12.19,22.644,0,turn_left
42.109,2.112,-0.898,-1.607,21.439,94.32,81.84,12.47,22.644,0,turn_left
42.159,2.112,-0.898,-1.607,21.439,94.32,83.28,11.03,22.644,0,turn_left
42.209,2.112,-0.898,-1.607,21.439,94.32,86.83,7.48,22.644,0,turn_left
42.259,2.112,-0.898,-1.607,21.439,94.32,90.11,4.20,22.644,1,forward
42.309,2.112,-0.898,-1.607,21.439,94.32,87.33,6.98,22.644,1,forward
42.359,2.112,-0.896,-1.607,21.439,94.32,85.82,8.50,22.642,1,forward
42.409,2.112,-0.896,-1.607,21.439,94.32,83.13,11.18,22.642,1,forward
42.459,2.113,-0.894,-1.607,21.439,94.32,81.23,13.08,22.640,1,forward
42.509,2.113,-0.894,-1.607,21.439,94.32,79.92,14.40,22.640,1,forward
42.559,2.113,-0.892,-1.607,21.439,94.32,79.42,14.90,22.638,1,forward
42.609,2.113,-0.892,-1.607,21.439,94.32,79.65,14.66,22.638,0,forward
42.659,2.113,-0.890,-1.607,21.439,94.32,80.14,14.18,22.636,0,turn_left
42.709,2.113,-0.890,-1.607,21.439,94.32,81.23,13.08,22.636,0,turn_left
42.759,2.113,-0.890,-1.607,21.439,94.32,83.09,11.23,22.636,0,turn_left
42.809,2.113,-0.890,-1.607,21.439,94.32,87.62,6.69,22.636,0,turn_left
42.859,2.113,-0.890,-1.607,21.439,94.32,91.12,3.20,22.636,1,forward
42.909,2.113,-0.890,-1.607,21.439,94.32,88.88,5.43,22.636,1,forward
42.959,2.114,-0.888,-1.607,21.439,94.32,84.21,10.11,22.634,1,forward
43.009,2.114,-0.888,-1.607,21.439,94.32,80.94,13.38,22.634,1,forward
43.059,2.239,-0.973,-1.607,21.439,94.32,76.53,17.79,22.739,1,forward
43.109,2.239,-0.973,-1.607,21.439,94.32,74.32,20.00,22.739,1,forward
43.159,2.239,-0.971,-1.607,21.439,94.32,74.00,20.31,22.738,1,forward
43.209,2.239,-0.971,-1.607,21.439,94.32,72.71,21.60,22.738,0,forward
43.259,2.240,-0.969,-1.607,21.439,94.32,72.25,22.07,22.736,0,turn_left
43.309,2.240,-0.969,-1.607,21.439,94.32,72.58,21.74,22.736,0,turn_left
43.360,2.240,-0.969,-1.607,21.439,94.32,74.83,19.48,22.736,0,turn_left
43.409,2.240,-0.969,-1.607,21.439,94.32,77.86,16.46,22.736,0,turn_left
43.459,2.240,-0.969,-1.607,21.439,94.32,80.36,13.96,22.736,0,turn_left
43.509,2.240,-0.969,-1.607,21.439,94.32,83.89,10.43,22.736,0,turn_left
43.559,2.240,-0.969,-1.607,21.439,94.32,85.94,8.38,22.736,0,turn_left
43.609,2.240,-0.969,-1.607,21.439,94.32,85.14,9.18,22.736,0,turn_left
43.659,2.240,-0.969,-1.607,21.439,94.32,81.40,12.92,22.736,0,turn_left
43.709,2.240,-0.969,-1.607,21.439,94.32,80.05,14.27,22.736,0,turn_left
43.760,2.240,-0.969,-1.607,21.439,94.32,80.34,13.98,22.736,0,turn_left
43.809,2.240,-0.969,-1.607,21.439,94.32,80.78,13.54,22.736,0,turn_left
43.859,2.240,-0.969,-1.607,21.439,94.32,80.98,13.33,22.736,0,turn_left
43.909,2.240,-0.969,-1.607,21.439,94.32,80.72,13.60,22.736,0,turn_left
43.960,2.240,-0.969,-1.607,21.439,94.32,82.13,12.19,22.736,0,turn_left
44.009,2.240,-0.969,-1.607,21.439,94.32,86.34,7.98,22.736,0,turn_left
44.059,2.365,-1.052,-1.607,21.439,94.32,89.68,4.64,22.839,1,forward
44.109,2.365,-1.052,-1.607,21.439,94.32,87.05,7.26,22.839,1,forward
44.159,2.366,-1.050,-1.607,21.439,94.32,85.62,8.70,22.837,1,forward
44.209,2.366,-1.050,-1.607,21.439,94.32,83.02,11.30,22.837,1,forward
44.259,2.366,-1.048,-1.607,21.439,94.32,79.71,14.61,22.835,1,forward
44.309,2.366,-1.048,-1.607,21.439,94.32,78.02,16.29,22.835,1,forward
44.359,2.366,-1.046,-1.607,21.439,94.32,76.70,17.62,22.833,0,forward
44.409,2.366,-1.046,-1.607,21.439,94.32,76.78,17.54,22.833,0,turn_left
44.459,2.366,-1.046,-1.607,21.439,94.32,76.25,18.06,22.833,0,turn_left
44.509,2.366,-1.046,-1.607,21.439,94.32,77.03,17.28,22.833,0,turn_left
44.559,2.366,-1.046,-1.607,21.439,94.32,81.60,12.72,22.833,0,turn_left
44.609,2.366,-1.046,-1.607,21.439,94.32,87.09,7.23,22.833,0,turn_left
44.659,2.366,-1.046,-1.607,21.439,94.32,90.75,3.56,22.833,1,forward
44.709,2.366,-1.046,-1.607,21.439,94.32,88.94,5.38,22.833,1,forward
44.759,2.366,-1.044,-1.607,21.439,94.32,84.85,9.46,22.831,1,forward
44.810,2.366,-1.044,-1.607,21.439,94.32,80.63,13.69,22.831,1,forward
44.859,2.367,-1.042,-1.607,21.439,94.32,75.49,18.82,22.830,1,forward
44.909,2.367,-1.042,-1.607,21.439,94.32,73.78,20.54,22.830,1,forward
44.959,2.367,-1.041,-1.607,21.439,94.32,73.31,21.00,22.828,0,forward
45.009,2.367,-1.041,-1.607,21.439,94.32,72.50,21.81,22.828,0,turn_left
45.059,2.367,-1.041,-1.607,21.439,94.32,72.66,21.65,22.828,0,turn_left
45.109,2.367,-1.041,-1.607,21.439,94.32,73.94,20.38,22.828,0,turn_left
45.160,2.484,-1.122,-1.607,21.439,94.32,77.22,17.10,22.929,0,turn_left
45.209,2.484,-1.122,-1.607,21.439,94.32,83.37,10.95,22.929,0,turn_left
45.259,2.484,-1.122,-1.607,21.439,94.32,86.86,7.46,22.929,0,turn_left
45.310,2.484,-1.122,-1.607,21.439,94.32,88.14,6.18,22.929,0,turn_left
45.359,2.484,-1.122,-1.607,21.439,94.32,88.20,6.12,22.929,0,turn_left
45.409,2.484,-1.122,-1.607,21.439,94.32,86.53,7.78,22.929,0,turn_left
45.459,2.484,-1.122,-1.607,21.439,94.32,81.56,12.75,22.929,0,turn_left
45.509,2.484,-1.122,-1.607,21.439,94.32,78.91,15.40,22.929,0,turn_left
45.559,2.484,-1.122,-1.607,21.439,94.32,79.44,14.88,22.929,0,turn_left
45.609,2.484,-1.122,-1.607,21.439,94.32,79.89,14.42,22.929,0,turn_left
45.659,2.484,-1.122,-1.607,21.439,94.32,79.93,14.38,22.929,0,turn_left
45.709,2.484,-1.122,-1.607,21.439,94.32,79.62,14.69,22.929,0,turn_left
45.759,2.484,-1.122,-1.607,21.439,94.32,80.85,13.46,22.929,0,turn_left
45.809,2.484,-1.122,-1.607,21.439,94.32,86.40,7.92,22.929,0,turn_left
45.859,2.484,-1.122,-1.607,21.439,94.32,89.15,5.16,22.929,1,forward
45.909,2.484,-1.122,-1.607,21.439,94.32,86.60,7.71,22.929,1,forward
45.959,2.484,-1.120,-1.607,21.439,94.32,84.67,9.65,22.927,1,forward
46.009,2.484,-1.120,-1.607,21.439,94.32,80.83,13.49,22.927,1,forward
46.059,2.485,-1.118,-1.607,21.439,94.32,76.88,17.44,22.925,1,forward
46.109,2.485,-1.118,-1.607,21.439,94.32,74.90,19.41,22.925,1,forward
46.159,2.485,-1.116,-1.607,21.439,94.32,74.08,20.23,22.923,0,forward
46.209,2.485,-1.116,-1.607,21.439,94.32,74.28,20.03,22.923,0,turn_left
46.259,2.596,-1.195,-1.607,21.439,94.32,73.80,20.51,23.020,0,turn_left
46.309,2.596,-1.195,-1.607,21.439,94.32,74.96,19.36,23.020,0,turn_left
46.359,2.596,-1.195,-1.607,21.439,94.32,79.00,15.31,23.020,0,turn_left
46.409,2.596,-1.195,-1.607,21.439,94.32,83.56,10.76,23.020,0,turn_left
46.459,2.596,-1.195,-1.607,21.439,94.32,86.25,8.06,23.020,0,turn_left
46.509,2.596,-1.195,-1.607,21.439,94.32,86.88,7.43,23.020,0,turn_left
46.559,2.596,-1.195,-1.607,21.439,94.32,87.03,7.29,23.020,0,turn_left
46.609,2.596,-1.195,-1.607,21.439,94.32,85.72,8.60,23.020,0,turn_left
46.659,2.596,-1.195,-1.607,21.439,94.32,81.55,12.76,23.020,0,turn_left
46.709,2.596,-1.195,-1.607,21.439,94.32,79.61,14.71,23.020,0,turn_left
46.759,2.596,-1.195,-1.607,21.439,94.32,80.04,14.28,23.020,0,turn_left
46.809,2.596,-1.195,-1.607,21.439,94.32,80.47,13.84,23.020,0,turn_left
46.859,2.596,-1.195,-1.607,21.439,94.32,80.55,13.77,23.020,0,turn_left
46.909,2.596,-1.195,-1.607,21.439,94.32,80.44,13.88,23.020,0,turn_left
46.959,2.596,-1.195,-1.607,21.439,94.32,81.76,12.55,23.020,0,turn_left
47.009,2.596,-1.195,-1.607,21.439,94.32,85.86,8.45,23.020,0,turn_left
47.059,2.596,-1.195,-1.607,21.439,94.32,89.06,5.25,23.020,1,forward
47.110,2.596,-1.195,-1.607,21.439,94.32,86.22,8.09,23.020,1,forward
47.159,2.596,-1.193,-1.607,21.439,94.32,82.52,11.80,23.019,1,forward
47.210,2.596,-1.193,-1.607,21.439,94.32,79.11,15.21,23.019,1,forward
47.259,2.701,-1.261,-1.607,21.439,94.32,76.57,17.74,23.105,1,forward
47.309,2.701,-1.261,-1.607,21.439,94.32,76.00,18.32,23.105,1,forward
47.359,2.702,-1.259,-1.607,21.439,94.32,75.24,19.08,23.103,1,forward
47.409,2.702,-1.259,-1.607,21.439,94.32,74.57,19.74,23.103,0,forward
47.460,2.702,-1.257,-1.607,21.439,94.32,74.74,19.58,23.102,0,turn_left
47.509,2.702,-1.257,-1.607,21.439,94.32,78.28,16.04,23.102,0,turn_left
47.559,2.702,-1.257,-1.607,21.439,94.32,80.55,13.77,23.102,0,turn_left
47.609,2.702,-1.257,-1.607,21.439,94.32,83.44,10.87,23.102,0,turn_left
47.659,2.702,-1.257,-1.607,21.439,94.32,86.79,7.52,23.102,0,turn_left
47.709,2.702,-1.257,-1.607,21.439,94.32,90.32,3.99,23.102,1,forward
47.759,2.702,-1.255,-1.607,21.439,94.32,88.04,6.28,23.100,1,forward
47.809,2.702,-1.255,-1.607,21.439,94.32,85.86,8.45,23.100,1,forward
47.859,2.702,-1.253,-1.607,21.439,94.32,82.18,12.14,23.098,1,forward
47.909,2.702,-1.253,-1.607,21.439,94.32,79.76,14.55,23.098,1,forward
47.959,2.703,-1.252,-1.607,21.439,94.32,76.51,17.80,23.096,1,forward
48.009,2.703,-1.252,-1.607,21.439,94.32,75.88,18.43,23.096,0,forward
48.059,2.703,-1.250,-1.607,21.439,94.32,76.75,17.56,23.094,0,turn_left
48.109,2.703,-1.250,-1.607,21.439,94.32,77.76,16.55,23.094,0,turn_left
48.159,2.703,-1.250,-1.607,21.439,94.32,79.00,15.32,23.094,0,turn_left
48.209,2.703,-1.250,-1.607,21.439,94.32,83.93,10.39,23.094,0,turn_left
48.259,2.703,-1.250,-1.607,21.439,94.32,86.96,7.35,23.094,0,turn_left
48.309,2.703,-1.250,-1.607,21.439,94.32,87.57,6.75,23.094,0,turn_left
48.359,2.811,-1.324,-1.607,21.439,94.32,87.63,6.69,23.187,0,turn_left
48.409,2.811,-1.324,-1.607,21.439,94.32,86.24,8.07,23.187,0,turn_left
48.459,2.811,-1.324,-1.607,21.439,94.32,80.71,13.60,23.187,0,turn_left
48.509,2.811,-1.324,-1.607,21.439,94.32,79.04,15.27,23.187,0,turn_left
48.559,2.811,-1.324,-1.607,21.439,94.32,79.63,14.68,23.187,0,turn_left
48.609,2.811,-1.324,-1.607,21.439,94.32,80.13,14.18,23.187,0,turn_left
48.659,2.811,-1.324,-1.607,21.439,94.32,80.14,14.17,23.187,0,turn_left
48.709,2.811,-1.324,-1.607,21.439,94.32,79.62,14.70,23.187,0,turn_left
48.760,2.811,-1.324,-1.607,21.439,94.32,81.17,13.14,23.187,0,turn_left
48.809,2.811,-1.324,-1.607,21.439,94.32,85.55,8.76,23.187,0,turn_left
48.859,2.811,-1.324,-1.607,21.439,94.32,88.57,5.74,23.187,1,forward
48.909,2.811,-1.324,-1.607,21.439,94.32,85.17,9.14,23.187,1,forward
48.959,2.811,-1.322,-1.607,21.439,94.32,80.58,13.74,23.185,1,forward
49.009,2.811,-1.322,-1.607,21.439,94.32,75.76,18.55,23.185,1,forward
49.059,2.812,-1.320,-1.607,21.439,94.32,73.20,21.11,23.183,1,forward
49.109,2.812,-1.320,-1.607,21.439,94.32,72.41,21.90,23.183,1,forward
49.159,2.812,-1.318,-1.607,21.439,94.32,72.04,22.28,23.182,0,forward
49.209,2.812,-1.318,-1.607,21.439,94.32,71.25,23.06,23.182,0,turn_left
49.259,2.812,-1.318,-1.607,21.439,94.32,75.04,19.28,23.182,0,turn_left
49.309,2.812,-1.318,-1.607,21.439,94.32,76.58,17.73,23.182,0,turn_left
49.359,2.913,-1.386,-1.607,21.439,94.32,82.87,11.44,23.268,0,turn_left
49.409,2.913,-1.386,-1.607,21.439,94.32,89.01,5.31,23.268,1,forward
49.459,2.913,-1.384,-1.607,21.439,94.32,88.62,5.69,23.266,1,forward
49.509,2.913,-1.384,-1.607,21.439,94.32,87.06,7.26,23.266,1,forward
