time_s,gps_x,gps_y,est_x,est_y,heading_deg,cmd_robot
176.843,NaN,NaN,1.785,0.000,0.00,stop
176.893,NaN,NaN,1.785,0.000,0.00,stop
176.943,NaN,NaN,1.785,0.000,0.00,stop
176.993,NaN,NaN,1.785,0.000,0.00,stop
177.043,NaN,NaN,1.785,0.000,0.00,stop
177.093,NaN,NaN,1.785,0.000,0.00,stop
177.143,NaN,NaN,1.785,0.000,0.00,stop
177.193,NaN,NaN,1.785,0.000,0.00,stop
177.243,NaN,NaN,1.785,0.000,0.00,stop
177.293,NaN,NaN,1.785,0.000,0.00,stop
177.343,NaN,NaN,1.785,0.000,0.00,stop
177.393,NaN,NaN,1.785,0.000,0.00,stop
177.443,NaN,NaN,1.785,0.000,0.00,stop
177.493,NaN,NaN,1.785,0.000,0.00,stop
177.543,NaN,NaN,1.785,0.000,0.00,stop
177.593,NaN,NaN,1.785,0.000,0.00,stop
177.643,NaN,NaN,1.785,0.000,0.00,stop
177.693,NaN,NaN,1.785,0.000,0.00,stop
177.743,NaN,NaN,1.785,0.000,0.00,stop
177.793,NaN,NaN,1.785,0.000,0.00,stop
177.843,NaN,NaN,1.785,0.000,0.00,stop
177.893,NaN,NaN,1.785,0.000,0.00,stop
177.943,NaN,NaN,1.785,0.000,0.00,stop
177.993,NaN,NaN,1.785,0.000,0.00,stop
178.043,NaN,NaN,1.785,0.000,0.00,stop
178.093,NaN,NaN,1.785,0.000,0.00,stop
178.143,NaN,NaN,1.785,0.000,0.00,stop
178.193,NaN,NaN,1.785,0.000,0.00,stop
178.243,NaN,NaN,1.785,0.000,0.00,stop
178.293,NaN,NaN,1.785,0.000,0.00,stop
178.343,NaN,NaN,1.785,0.000,0.00,stop
178.393,NaN,NaN,1.785,0.000,0.00,stop
178.443,NaN,NaN,1.785,0.000,0.00,stop
178.493,NaN,NaN,1.785,0.000,0.00,stop
178.543,NaN,NaN,1.785,0.000,0.00,stop
178.593,NaN,NaN,1.785,0.000,0.00,stop
178.643,NaN,NaN,1.785,0.000,0.00,stop
178.693,NaN,NaN,1.785,0.000,0.00,stop
178.743,NaN,NaN,1.785,0.000,0.00,stop
178.793,NaN,NaN,1.785,0.000,0.00,stop
178.843,NaN,NaN,1.785,0.000,0.00,stop
178.893,NaN,NaN,1.785,0.000,0.00,stop
178.943,NaN,NaN,1.785,0.000,0.00,stop
178.993,NaN,NaN,1.785,0.000,0.00,stop
179.043,NaN,NaN,1.785,0.000,0.00,stop
179.093,NaN,NaN,1.785,0.000,0.00,stop
179.143,NaN,NaN,1.785,0.000,0.00,stop
179.193,NaN,NaN,1.785,0.000,0.00,stop
179.243,NaN,NaN,1.785,0.000,0.00,stop
179.293,NaN,NaN,1.785,0.000,0.00,stop
179.343,NaN,NaN,1.785,0.000,0.00,stop
179.393,NaN,NaN,1.785,0.000,0.00,stop
179.443,NaN,NaN,1.785,0.000,0.00,stop
179.493,NaN,NaN,1.785,0.000,0.00,stop
179.543,NaN,NaN,1.785,0.000,0.00,stop
179.593,NaN,NaN,1.785,0.000,0.00,stop
179.643,NaN,NaN,1.785,0.000,0.00,stop
179.693,NaN,NaN,1.785,0.000,0.00,stop
179.743,NaN,NaN,1.785,0.000,0.00,stop
179.793,NaN,NaN,1.785,0.000,0.00,stop
179.843,NaN,NaN,1.785,0.000,0.00,stop
179.893,NaN,NaN,1.785,0.000,0.00,stop
179.943,NaN,NaN,1.785,0.000,0.00,stop
179.993,NaN,NaN,1.785,0.000,0.00,stop
180.043,NaN,NaN,1.785,0.000,0.00,stop
180.093,NaN,NaN,1.785,0.000,0.00,stop
180.143,NaN,NaN,1.785,0.000,0.00,stop
180.193,NaN,NaN,1.785,0.000,0.00,stop
180.243,NaN,NaN,1.785,0.000,0.00,stop
180.293,NaN,NaN,1.785,0.000,0.00,stop
180.343,NaN,NaN,1.785,0.000,0.00,stop
180.393,NaN,NaN,1.785,0.000,0.00,stop
180.443,NaN,NaN,1.785,0.000,0.00,stop
180.493,NaN,NaN,1.785,0.000,0.00,stop
180.543,NaN,NaN,1.785,0.000,0.00,stop
180.593,NaN,NaN,1.785,0.000,0.00,stop
180.643,NaN,NaN,1.785,0.000,0.00,stop
180.693,NaN,NaN,1.785,0.000,0.00,stop
180.743,NaN,NaN,1.785,0.000,0.00,stop
180.793,NaN,NaN,1.785,0.000,0.00,stop
180.843,NaN,NaN,1.785,0.000,0.00,stop
180.893,NaN,NaN,1.785,0.000,0.00,stop
180.943,NaN,NaN,1.785,0.000,0.00,stop
180.993,NaN,NaN,1.785,0.000,0.00,stop
181.043,NaN,NaN,1.785,0.000,0.00,stop
181.093,NaN,NaN,1.785,0.000,0.00,stop
181.143,NaN,NaN,1.785,0.000,0.00,stop
181.193,NaN,NaN,1.785,0.000,0.00,stop
181.243,NaN,NaN,1.785,0.000,0.00,stop
181.293,NaN,NaN,1.785,0.000,0.00,stop
181.343,NaN,NaN,1.785,0.000,0.00,stop
181.393,NaN,NaN,1.785,0.000,0.00,stop
181.443,NaN,NaN,1.785,0.000,0.00,stop
181.493,NaN,NaN,1.785,0.000,0.00,stop
181.543,NaN,NaN,1.785,0.000,0.00,stop
181.593,NaN,NaN,1.785,0.000,0.00,stop
181.643,NaN,NaN,1.785,0.000,0.00,stop
181.693,NaN,NaN,1.785,0.000,0.00,stop
181.743,NaN,NaN,1.785,0.000,0.00,stop
181.793,NaN,NaN,1.785,0.000,0.00,stop
181.843,NaN,NaN,1.785,0.000,0.00,stop
181.893,NaN,NaN,1.785,0.000,0.00,stop
181.943,NaN,NaN,1.785,0.000,0.00,stop
181.993,NaN,NaN,1.785,0.000,0.00,stop
182.043,NaN,NaN,1.785,0.000,0.00,stop
182.093,NaN,NaN,1.785,0.000,0.00,stop
182.143,NaN,NaN,1.785,0.000,0.00,stop
182.193,NaN,NaN,1.785,0.000,0.00,stop
182.243,NaN,NaN,1.785,0.000,0.00,stop
182.293,NaN,NaN,1.785,0.000,0.00,stop
182.343,NaN,NaN,1.785,0.000,0.00,stop
182.393,NaN,NaN,1.785,0.000,0.00,stop
182.443,NaN,NaN,1.785,0.000,0.00,stop
182.493,NaN,NaN,1.785,0.000,0.00,stop
182.543,NaN,NaN,1.785,0.000,0.00,stop
182.593,NaN,NaN,1.785,0.000,0.00,stop
182.643,NaN,NaN,1.785,0.000,0.00,stop
182.693,NaN,NaN,1.785,0.000,0.00,stop
182.743,NaN,NaN,1.785,0.000,0.00,stop
182.793,NaN,NaN,1.785,0.000,0.00,stop
182.843,NaN,NaN,1.785,0.000,0.00,stop
182.893,NaN,NaN,1.785,0.000,0.00,stop
182.943,NaN,NaN,1.785,0.000,0.00,stop
182.993,NaN,NaN,1.785,0.000,0.00,stop
183.043,NaN,NaN,1.785,0.000,0.00,stop
183.093,NaN,NaN,1.785,0.000,0.00,stop
183.143,NaN,NaN,1.785,0.000,0.00,stop
183.193,NaN,NaN,1.785,0.000,0.00,stop
183.243,NaN,NaN,1.785,0.000,0.00,stop
183.293,NaN,NaN,1.785,0.000,0.00,stop
183.343,NaN,NaN,1.785,0.000,0.00,stop
183.393,NaN,NaN,1.785,0.000,0.00,stop
183.443,NaN,NaN,1.785,0.000,0.00,stop
183.493,NaN,NaN,1.785,0.000,0.00,stop
183.543,NaN,NaN,1.785,0.000,0.00,stop
183.594,NaN,NaN,1.785,0.000,0.00,stop
183.643,NaN,NaN,1.785,0.000,0.00,stop
183.693,NaN,NaN,1.785,0.000,0.00,stop
183.743,NaN,NaN,1.785,0.000,0.00,stop
183.793,NaN,NaN,1.785,0.000,0.00,stop
183.843,NaN,NaN,1.785,0.000,0.00,stop
183.893,NaN,NaN,1.785,0.000,0.00,stop
183.943,NaN,NaN,1.785,0.000,0.00,stop
183.993,NaN,NaN,1.785,0.000,0.00,stop
184.043,NaN,NaN,1.785,0.000,0.00,stop
184.093,NaN,NaN,1.785,0.000,0.00,stop
184.143,NaN,NaN,1.785,0.000,0.00,stop
184.193,NaN,NaN,1.785,0.000,0.00,stop
184.243,NaN,NaN,1.785,0.000,0.00,stop
184.293,NaN,NaN,1.785,0.000,0.00,stop
184.343,NaN,NaN,1.785,0.000,0.00,stop
184.393,NaN,NaN,1.785,0.000,0.00,stop
184.443,NaN,NaN,1.785,0.000,0.00,stop
184.493,NaN,NaN,1.785,0.000,0.00,stop
184.543,NaN,NaN,1.785,0.000,0.00,stop
184.593,NaN,NaN,1.785,0.000,0.00,stop
184.643,NaN,NaN,1.785,0.000,0.00,stop
184.693,NaN,NaN,1.785,0.000,0.00,stop
184.743,NaN,NaN,1.785,0.000,0.00,stop
184.793,NaN,NaN,1.785,0.000,0.00,stop
184.843,NaN,NaN,1.785,0.000,0.00,stop
184.893,NaN,NaN,1.785,0.000,0.00,stop
184.943,NaN,NaN,1.785,0.000,0.00,stop
184.993,NaN,NaN,1.785,0.000,0.00,stop
185.043,NaN,NaN,1.785,0.000,0.00,stop
185.093,NaN,NaN,1.785,0.000,0.00,stop
185.143,NaN,NaN,1.785,0.000,0.00,stop
185.193,NaN,NaN,1.785,0.000,0.00,stop
185.243,NaN,NaN,1.785,0.000,0.00,stop
185.293,NaN,NaN,1.785,0.000,0.00,stop
185.343,NaN,NaN,1.785,0.000,0.00,stop
185.393,NaN,NaN,1.785,0.000,0.00,stop
185.443,NaN,NaN,1.785,0.000,0.00,stop
185.493,NaN,NaN,1.785,0.000,0.00,stop
185.543,NaN,NaN,1.785,0.000,0.00,stop
185.593,NaN,NaN,1.785,0.000,0.00,stop
185.643,NaN,NaN,1.785,0.000,0.00,stop
185.693,NaN,NaN,1.785,0.000,0.00,stop
185.743,NaN,NaN,1.785,0.000,0.00,stop
185.793,NaN,NaN,1.785,0.000,0.00,stop
185.843,NaN,NaN,1.785,0.000,0.00,stop
185.893,NaN,NaN,1.785,0.000,0.00,stop
185.943,NaN,NaN,1.785,0.000,0.00,stop
185.993,NaN,NaN,1.785,0.000,0.00,stop
186.043,NaN,NaN,1.785,0.000,0.00,stop
186.093,NaN,NaN,1.785,0.000,0.00,stop
186.143,NaN,NaN,1.785,0.000,0.00,stop
186.193,NaN,NaN,1.785,0.000,0.00,stop
186.243,NaN,NaN,1.785,0.000,0.00,stop
186.293,NaN,NaN,1.785,0.000,0.00,stop
186.343,NaN,NaN,1.785,0.000,0.00,stop
186.393,NaN,NaN,1.785,0.000,0.00,stop
186.443,NaN,NaN,1.785,0.000,0.00,stop
186.493,NaN,NaN,1.785,0.000,0.00,stop
186.543,NaN,NaN,1.785,0.000,0.00,stop
186.593,NaN,NaN,1.785,0.000,0.00,stop
186.643,NaN,NaN,1.785,0.000,0.00,stop
186.693,NaN,NaN,1.785,0.000,0.00,stop
186.743,NaN,NaN,1.785,0.000,0.00,stop
186.793,NaN,NaN,1.785,0.000,0.00,stop
186.843,NaN,NaN,1.785,0.000,0.00,stop
186.893,NaN,NaN,1.785,0.000,0.00,stop
186.943,NaN,NaN,1.785,0.000,0.00,stop
186.993,NaN,NaN,1.785,0.000,0.00,stop
187.043,NaN,NaN,1.785,0.000,0.00,stop
187.093,NaN,NaN,1.785,0.000,0.00,stop
187.143,NaN,NaN,1.785,0.000,0.00,stop
187.193,NaN,NaN,1.785,0.000,0.00,stop
187.243,NaN,NaN,1.785,0.000,0.00,stop
187.293,NaN,NaN,1.785,0.000,0.00,stop
187.343,NaN,NaN,1.785,0.000,0.00,stop
187.393,NaN,NaN,1.785,0.000,0.00,stop
187.443,NaN,NaN,1.785,0.000,0.00,stop
187.493,NaN,NaN,1.785,0.000,0.00,stop
187.543,NaN,NaN,1.785,0.000,0.00,stop
187.593,NaN,NaN,1.785,0.000,0.00,stop
187.643,NaN,NaN,1.785,0.000,0.00,stop
187.693,NaN,NaN,1.785,0.000,0.00,stop
187.743,NaN,NaN,1.785,0.000,0.00,stop
187.793,NaN,NaN,1.785,0.000,0.00,stop
187.843,NaN,NaN,1.785,0.000,0.00,stop
187.893,NaN,NaN,1.785,0.000,0.00,stop
187.943,NaN,NaN,1.785,0.000,0.00,stop
187.993,NaN,NaN,1.785,0.000,0.00,stop
188.043,NaN,NaN,1.785,0.000,0.00,stop
188.093,NaN,NaN,1.785,0.000,0.00,stop
188.143,NaN,NaN,1.785,0.000,0.00,stop
188.193,NaN,NaN,1.785,0.000,0.00,stop
188.243,NaN,NaN,1.785,0.000,0.00,stop
188.293,NaN,NaN,1.785,0.000,0.00,stop
188.343,NaN,NaN,1.785,0.000,0.00,stop
188.393,NaN,NaN,1.785,0.000,0.00,stop
188.443,NaN,NaN,1.785,0.000,0.00,stop
188.493,NaN,NaN,1.785,0.000,0.00,stop
188.543,NaN,NaN,1.785,0.000,0.00,stop
188.593,NaN,NaN,1.785,0.000,0.00,stop
188.643,NaN,NaN,1.785,0.000,0.00,stop
188.693,NaN,NaN,1.785,0.000,0.00,stop
188.743,NaN,NaN,1.785,0.000,0.00,stop
188.793,NaN,NaN,1.785,0.000,0.00,stop
188.843,NaN,NaN,1.785,0.000,0.00,stop
188.893,NaN,NaN,1.785,0.000,0.00,stop
188.943,NaN,NaN,1.785,0.000,0.00,stop
188.993,NaN,NaN,1.785,0.000,0.00,stop
189.043,NaN,NaN,1.785,0.000,0.00,stop
189.093,NaN,NaN,1.785,0.000,0.00,stop
189.143,NaN,NaN,1.785,0.000,0.00,stop
189.193,NaN,NaN,1.785,0.000,0.00,stop
189.243,NaN,NaN,1.785,0.000,0.00,stop
189.293,NaN,NaN,1.785,0.000,0.00,stop
189.343,NaN,NaN,1.785,0.000,0.00,stop
189.393,NaN,NaN,1.785,0.000,0.00,stop
189.443,NaN,NaN,1.785,0.000,0.00,stop
189.493,NaN,NaN,1.785,0.000,0.00,stop
189.543,NaN,NaN,1.785,0.000,0.00,stop
189.593,NaN,NaN,1.785,0.000,0.00,stop
189.643,NaN,NaN,1.785,0.000,0.00,stop
189.693,NaN,NaN,1.785,0.000,0.00,stop
189.743,NaN,NaN,1.785,0.000,0.00,stop
189.793,NaN,NaN,1.785,0.000,0.00,stop
189.843,NaN,NaN,1.785,0.000,0.00,stop
189.893,NaN,NaN,1.785,0.000,0.00,stop
189.943,NaN,NaN,1.785,0.000,0.00,stop
189.993,NaN,NaN,1.785,0.000,0.00,stop
190.043,NaN,NaN,1.785,0.000,0.00,stop
190.093,NaN,NaN,1.785,0.000,0.00,stop
190.143,NaN,NaN,1.785,0.000,0.00,stop
190.193,NaN,NaN,1.785,0.000,0.00,stop
190.243,NaN,NaN,1.785,0.000,0.00,stop
190.293,NaN,NaN,1.785,0.000,0.00,stop
190.343,NaN,NaN,1.785,0.000,0.00,stop
190.393,NaN,NaN,1.785,0.000,0.00,stop
190.443,NaN,NaN,1.785,0.000,0.00,stop
190.493,NaN,NaN,1.785,0.000,0.00,stop
190.543,NaN,NaN,1.785,0.000,0.00,stop
190.593,NaN,NaN,1.785,0.000,0.00,stop
190.643,NaN,NaN,1.785,0.000,0.00,stop
190.693,NaN,NaN,1.785,0.000,0.00,stop
190.743,NaN,NaN,1.785,0.000,0.00,stop
190.793,NaN,NaN,1.785,0.000,0.00,stop
190.843,NaN,NaN,1.785,0.000,0.00,stop
190.893,NaN,NaN,1.785,0.000,0.00,stop
190.943,NaN,NaN,1.785,0.000,0.00,stop
190.993,NaN,NaN,1.785,0.000,0.00,stop
191.043,NaN,NaN,1.785,0.000,0.00,stop
191.093,NaN,NaN,1.785,0.000,0.00,stop
191.143,NaN,NaN,1.785,0.000,0.00,stop
191.193,NaN,NaN,1.785,0.000,0.00,stop
191.243,NaN,NaN,1.785,0.000,0.00,stop
191.293,NaN,NaN,1.785,0.000,0.00,stop
191.343,NaN,NaN,1.785,0.000,0.00,stop
191.393,NaN,NaN,1.785,0.000,0.00,stop
191.443,NaN,NaN,1.785,0.000,0.00,stop
191.493,NaN,NaN,1.785,0.000,0.00,stop
191.543,NaN,NaN,1.785,0.000,0.00,stop
191.593,NaN,NaN,1.785,0.000,0.00,stop
191.643,NaN,NaN,1.785,0.000,0.00,stop
191.693,NaN,NaN,1.785,0.000,0.00,stop
191.743,NaN,NaN,1.785,0.000,0.00,stop
191.793,NaN,NaN,1.785,0.000,0.00,stop
191.843,NaN,NaN,1.785,0.000,0.00,stop
191.893,NaN,NaN,1.785,0.000,0.00,stop
191.943,NaN,NaN,1.785,0.000,0.00,stop
191.993,NaN,NaN,1.785,0.000,0.00,stop
192.043,NaN,NaN,1.785,0.000,0.00,stop
192.093,NaN,NaN,1.785,0.000,0.00,stop
192.143,NaN,NaN,1.785,0.000,0.00,stop
192.193,NaN,NaN,1.785,0.000,0.00,stop
192.243,NaN,NaN,1.785,0.000,0.00,stop
192.293,NaN,NaN,1.785,0.000,0.00,stop
192.343,NaN,NaN,1.785,0.000,0.00,stop
192.393,NaN,NaN,1.785,0.000,0.00,stop
192.443,NaN,NaN,1.785,0.000,0.00,stop
192.493,NaN,NaN,1.785,0.000,0.00,stop
192.543,NaN,NaN,1.785,0.000,0.00,stop
192.593,NaN,NaN,1.785,0.000,0.00,stop
192.643,NaN,NaN,1.785,0.000,0.00,stop
192.693,NaN,NaN,1.785,0.000,0.00,stop
192.743,NaN,NaN,1.785,0.000,0.00,stop
192.793,NaN,NaN,1.785,0.000,0.00,stop
192.843,NaN,NaN,1.785,0.000,0.00,stop
192.893,NaN,NaN,1.785,0.000,0.00,stop
192.943,NaN,NaN,1.785,0.000,0.00,stop
192.993,NaN,NaN,1.785,0.000,0.00,stop
193.043,NaN,NaN,1.785,0.000,0.00,stop
193.093,NaN,NaN,1.785,0.000,0.00,stop
193.143,NaN,NaN,1.785,0.000,0.00,stop
193.193,NaN,NaN,1.785,0.000,0.00,stop
193.243,NaN,NaN,1.785,0.000,0.00,stop
193.293,NaN,NaN,1.785,0.000,0.00,stop
193.343,NaN,NaN,1.785,0.000,0.00,stop
193.393,NaN,NaN,1.785,0.000,0.00,stop
193.443,NaN,NaN,1.785,0.000,0.00,stop
193.493,NaN,NaN,1.785,0.000,0.00,stop
193.543,NaN,NaN,1.785,0.000,0.00,stop
193.593,NaN,NaN,1.785,0.000,0.00,stop
193.643,NaN,NaN,1.785,0.000,0.00,stop
193.693,NaN,NaN,1.785,0.000,0.00,stop
193.743,NaN,NaN,1.785,0.000,0.00,stop
193.793,NaN,NaN,1.785,0.000,0.00,stop
193.843,NaN,NaN,1.785,0.000,0.00,stop
193.893,NaN,NaN,1.785,0.000,0.00,stop
193.943,NaN,NaN,1.785,0.000,0.00,stop
193.993,NaN,NaN,1.785,0.000,0.00,stop
194.043,NaN,NaN,1.785,0.000,0.00,stop
194.093,NaN,NaN,1.785,0.000,0.00,stop
194.143,NaN,NaN,1.785,0.000,0.00,stop
194.193,NaN,NaN,1.785,0.000,0.00,stop
194.243,NaN,NaN,1.785,0.000,0.00,stop
194.293,NaN,NaN,1.785,0.000,0.00,stop
194.343,NaN,NaN,1.785,0.000,0.00,stop
194.393,NaN,NaN,1.785,0.000,0.00,stop
194.443,NaN,NaN,1.785,0.000,0.00,stop
194.493,NaN,NaN,1.785,0.000,0.00,stop
194.543,NaN,NaN,1.785,0.000,0.00,stop
194.593,NaN,NaN,1.785,0.000,0.00,stop
194.643,NaN,NaN,1.785,0.000,0.00,stop
194.693,NaN,NaN,1.785,0.000,0.00,stop
194.743,NaN,NaN,1.785,0.000,0.00,stop
194.793,NaN,NaN,1.785,0.000,0.00,stop
194.843,NaN,NaN,1.785,0.000,0.00,stop
194.893,NaN,NaN,1.785,0.000,0.00,stop
194.943,NaN,NaN,1.785,0.000,0.00,stop
194.993,NaN,NaN,1.785,0.000,0.00,stop
195.043,NaN,NaN,1.785,0.000,0.00,stop
195.093,NaN,NaN,1.785,0.000,0.00,stop
195.143,NaN,NaN,1.785,0.000,0.00,stop
195.193,NaN,NaN,1.785,0.000,0.00,stop
195.243,NaN,NaN,1.785,0.000,0.00,stop
195.293,NaN,NaN,1.785,0.000,0.00,stop
195.343,NaN,NaN,1.785,0.000,0.00,stop
195.393,NaN,NaN,1.785,0.000,0.00,stop
195.443,NaN,NaN,1.785,0.000,0.00,stop
195.493,NaN,NaN,1.785,0.000,0.00,stop
195.543,NaN,NaN,1.785,0.000,0.00,stop
195.593,NaN,NaN,1.785,0.000,0.00,stop
195.643,NaN,NaN,1.785,0.000,0.00,stop
195.693,NaN,NaN,1.785,0.000,0.00,stop
195.743,NaN,NaN,1.785,0.000,0.00,stop
195.793,NaN,NaN,1.785,0.000,0.00,stop
195.843,NaN,NaN,1.785,0.000,0.00,stop
195.893,NaN,NaN,1.785,0.000,0.00,stop
195.943,NaN,NaN,1.785,0.000,0.00,stop
195.993,NaN,NaN,1.785,0.000,0.00,stop
196.043,NaN,NaN,1.785,0.000,0.00,stop
196.093,NaN,NaN,1.785,0.000,0.00,stop
196.143,NaN,NaN,1.785,0.000,0.00,stop
196.193,NaN,NaN,1.785,0.000,0.00,stop
196.243,NaN,NaN,1.785,0.000,0.00,stop
196.293,NaN,NaN,1.785,0.000,0.00,stop
196.343,NaN,NaN,1.785,0.000,0.00,stop
196.393,NaN,NaN,1.785,0.000,0.00,stop
196.443,NaN,NaN,1.785,0.000,0.00,stop
196.493,NaN,NaN,1.785,0.000,0.00,stop
196.543,NaN,NaN,1.785,0.000,0.00,stop
196.593,NaN,NaN,1.785,0.000,0.00,stop
196.643,NaN,NaN,1.785,0.000,0.00,stop
196.693,NaN,NaN,1.785,0.000,0.00,stop
196.743,NaN,NaN,1.785,0.000,0.00,stop
196.793,NaN,NaN,1.785,0.000,0.00,stop
196.843,NaN,NaN,1.785,0.000,0.00,stop
196.893,NaN,NaN,1.785,0.000,0.00,stop
196.943,NaN,NaN,1.785,0.000,0.00,stop
196.993,NaN,NaN,1.785,0.000,0.00,stop
197.043,NaN,NaN,1.785,0.000,0.00,stop
197.093,NaN,NaN,1.785,0.000,0.00,stop
197.143,NaN,NaN,1.785,0.000,0.00,stop
197.193,NaN,NaN,1.785,0.000,0.00,stop
197.243,NaN,NaN,1.785,0.000,0.00,stop
197.293,NaN,NaN,1.785,0.000,0.00,stop
197.343,NaN,NaN,1.785,0.000,0.00,stop
197.393,NaN,NaN,1.785,0.000,0.00,stop
197.443,NaN,NaN,1.785,0.000,0.00,stop
197.493,NaN,NaN,1.785,0.000,0.00,stop
197.543,NaN,NaN,1.785,0.000,0.00,stop
197.593,NaN,NaN,1.785,0.000,0.00,stop
197.643,NaN,NaN,1.785,0.000,0.00,stop
197.693,NaN,NaN,1.785,0.000,0.00,stop
197.743,NaN,NaN,1.785,0.000,0.00,stop
197.793,NaN,NaN,1.785,0.000,0.00,stop
197.843,NaN,NaN,1.785,0.000,0.00,stop
197.893,NaN,NaN,1.785,0.000,0.00,stop
197.943,NaN,NaN,1.785,0.000,0.00,stop
197.993,NaN,NaN,1.785,0.000,0.00,stop
198.043,NaN,NaN,1.785,0.000,0.00,stop
198.093,NaN,NaN,1.785,0.000,0.00,stop
198.143,NaN,NaN,1.785,0.000,0.00,stop
198.193,NaN,NaN,1.785,0.000,0.00,stop
198.243,NaN,NaN,1.785,0.000,0.00,stop
198.293,NaN,NaN,1.785,0.000,0.00,stop
198.343,NaN,NaN,1.785,0.000,0.00,stop
198.393,NaN,NaN,1.785,0.000,0.00,stop
198.443,NaN,NaN,1.785,0.000,0.00,stop
198.493,NaN,NaN,1.785,0.000,0.00,stop
198.543,NaN,NaN,1.785,0.000,0.00,stop
198.593,NaN,NaN,1.785,0.000,0.00,stop
198.643,NaN,NaN,1.785,0.000,0.00,stop
198.693,NaN,NaN,1.785,0.000,0.00,stop
198.743,NaN,NaN,1.785,0.000,0.00,stop
198.793,NaN,NaN,1.785,0.000,0.00,stop
198.843,NaN,NaN,1.785,0.000,0.00,stop
198.893,NaN,NaN,1.785,0.000,0.00,stop
198.943,NaN,NaN,1.785,0.000,0.00,stop
198.993,NaN,NaN,1.785,0.000,0.00,stop
199.043,NaN,NaN,1.785,0.000,0.00,stop
199.093,NaN,NaN,1.785,0.000,0.00,stop
199.143,NaN,NaN,1.785,0.000,0.00,stop
199.193,NaN,NaN,1.785,0.000,0.00,stop
199.243,NaN,NaN,1.785,0.000,0.00,stop
199.293,NaN,NaN,1.785,0.000,0.00,stop
199.343,NaN,NaN,1.785,0.000,0.00,stop
199.393,NaN,NaN,1.785,0.000,0.00,stop
199.443,NaN,NaN,1.785,0.000,0.00,stop
199.493,NaN,NaN,1.785,0.000,0.00,stop
199.543,NaN,NaN,1.785,0.000,0.00,stop
199.593,NaN,NaN,1.785,0.000,0.00,stop
199.643,NaN,NaN,1.785,0.000,0.00,stop
199.693,NaN,NaN,1.785,0.000,0.00,stop
199.743,NaN,NaN,1.785,0.000,0.00,stop
199.793,NaN,NaN,1.785,0.000,0.00,stop
199.843,NaN,NaN,1.785,0.000,0.00,stop
199.893,NaN,NaN,1.785,0.000,0.00,stop
199.943,NaN,NaN,1.785,0.000,0.00,stop
199.993,NaN,NaN,1.785,0.000,0.00,stop
200.043,NaN,NaN,1.785,0.000,0.00,stop
200.093,NaN,NaN,1.785,0.000,0.00,stop
200.143,NaN,NaN,1.785,0.000,0.00,stop
200.193,NaN,NaN,1.785,0.000,0.00,stop
200.243,NaN,NaN,1.785,0.000,0.00,stop
200.293,NaN,NaN,1.785,0.000,0.00,stop
200.343,NaN,NaN,1.785,0.000,0.00,stop
200.393,NaN,NaN,1.785,0.000,0.00,stop
200.443,NaN,NaN,1.785,0.000,0.00,stop
200.493,NaN,NaN,1.785,0.000,0.00,stop
200.543,NaN,NaN,1.785,0.000,0.00,stop
200.593,NaN,NaN,1.785,0.000,0.00,stop
200.643,NaN,NaN,1.785,0.000,0.00,stop
200.693,NaN,NaN,1.785,0.000,0.00,stop
200.743,NaN,NaN,1.785,0.000,0.00,stop
200.793,NaN,NaN,1.785,0.000,0.00,stop
200.843,NaN,NaN,1.785,0.000,0.00,stop
200.893,NaN,NaN,1.785,0.000,0.00,stop
200.943,NaN,NaN,1.785,0.000,0.00,stop
200.993,NaN,NaN,1.785,0.000,0.00,stop
201.043,NaN,NaN,1.785,0.000,0.00,stop
201.093,NaN,NaN,1.785,0.000,0.00,stop
201.143,NaN,NaN,1.785,0.000,0.00,stop
201.193,NaN,NaN,1.785,0.000,0.00,stop
201.243,NaN,NaN,1.785,0.000,0.00,stop
201.293,NaN,NaN,1.785,0.000,0.00,stop
201.343,NaN,NaN,1.785,0.000,0.00,stop
201.393,NaN,NaN,1.785,0.000,0.00,stop
201.443,NaN,NaN,1.785,0.000,0.00,stop
201.493,NaN,NaN,1.785,0.000,0.00,stop
201.543,NaN,NaN,1.785,0.000,0.00,stop
201.593,NaN,NaN,1.785,0.000,0.00,stop
201.643,NaN,NaN,1.785,0.000,0.00,stop
201.693,NaN,NaN,1.785,0.000,0.00,stop
201.743,NaN,NaN,1.785,0.000,0.00,stop
201.793,NaN,NaN,1.785,0.000,0.00,stop
201.843,NaN,NaN,1.785,0.000,0.00,stop
201.893,NaN,NaN,1.785,0.000,0.00,stop
201.943,NaN,NaN,1.785,0.000,0.00,stop
201.993,NaN,NaN,1.785,0.000,0.00,stop
202.043,NaN,NaN,1.785,0.000,0.00,stop
202.093,NaN,NaN,1.785,0.000,0.00,stop
202.143,NaN,NaN,1.785,0.000,0.00,stop
202.193,NaN,NaN,1.785,0.000,0.00,stop
202.243,NaN,NaN,1.785,0.000,0.00,stop
202.293,NaN,NaN,1.785,0.000,0.00,stop
202.343,NaN,NaN,1.785,0.000,0.00,stop
202.393,NaN,NaN,1.785,0.000,0.00,stop
202.443,NaN,NaN,1.785,0.000,0.00,stop
202.493,NaN,NaN,1.785,0.000,0.00,stop
202.543,NaN,NaN,1.785,0.000,0.00,stop
202.593,NaN,NaN,1.785,0.000,0.00,stop
202.643,NaN,NaN,1.785,0.000,0.00,stop
