time_s,gps_x,gps_y,est_x,est_y,heading_deg,cmd_robot
297.343,NaN,NaN,1.785,0.000,0.00,stop
297.393,NaN,NaN,1.785,0.000,0.00,stop
297.443,NaN,NaN,1.785,0.000,0.00,stop
297.493,NaN,NaN,1.785,0.000,0.00,stop
297.543,NaN,NaN,1.785,0.000,0.00,stop
297.593,NaN,NaN,1.785,0.000,0.00,stop
297.643,NaN,NaN,1.785,0.000,0.00,stop
297.693,NaN,NaN,1.785,0.000,0.00,stop
297.743,NaN,NaN,1.785,0.000,0.00,stop
297.793,NaN,NaN,1.785,0.000,0.00,stop
297.843,NaN,NaN,1.785,0.000,0.00,stop
297.893,NaN,NaN,1.785,0.000,0.00,stop
297.943,NaN,NaN,1.785,0.000,0.00,stop
297.993,NaN,NaN,1.785,0.000,0.00,stop
298.043,NaN,NaN,1.785,0.000,0.00,stop
298.093,NaN,NaN,1.785,0.000,0.00,stop
298.143,NaN,NaN,1.785,0.000,0.00,stop
298.193,NaN,NaN,1.785,0.000,0.00,stop
298.243,NaN,NaN,1.785,0.000,0.00,stop
298.293,NaN,NaN,1.785,0.000,0.00,stop
298.343,NaN,NaN,1.785,0.000,0.00,stop
298.393,NaN,NaN,1.785,0.000,0.00,stop
298.443,NaN,NaN,1.785,0.000,0.00,stop
298.493,NaN,NaN,1.785,0.000,0.00,stop
298.543,NaN,NaN,1.785,0.000,0.00,stop
298.593,NaN,NaN,1.785,0.000,0.00,stop
298.643,NaN,NaN,1.785,0.000,0.00,stop
298.693,NaN,NaN,1.785,0.000,0.00,stop
298.743,NaN,NaN,1.785,0.000,0.00,stop
298.793,NaN,NaN,1.785,0.000,0.00,stop
298.843,NaN,NaN,1.785,0.000,0.00,stop
298.893,NaN,NaN,1.785,0.000,0.00,stop
298.943,NaN,NaN,1.785,0.000,0.00,stop
298.993,NaN,NaN,1.785,0.000,0.00,stop
299.043,NaN,NaN,1.785,0.000,0.00,stop
299.093,NaN,NaN,1.785,0.000,0.00,stop
299.143,NaN,NaN,1.785,0.000,0.00,stop
299.193,NaN,NaN,1.785,0.000,0.00,stop
299.243,NaN,NaN,1.785,0.000,0.00,stop
299.293,NaN,NaN,1.785,0.000,0.00,stop
299.343,NaN,NaN,1.785,0.000,0.00,stop
299.393,NaN,NaN,1.785,0.000,0.00,stop
299.443,NaN,NaN,1.785,0.000,0.00,stop
299.493,NaN,NaN,1.785,0.000,0.00,stop
299.543,NaN,NaN,1.785,0.000,0.00,stop
299.593,NaN,NaN,1.785,0.000,0.00,stop
299.643,NaN,NaN,1.785,0.000,0.00,stop
299.693,NaN,NaN,1.785,0.000,0.00,stop
299.743,NaN,NaN,1.785,0.000,0.00,stop
299.793,NaN,NaN,1.785,0.000,0.00,stop
299.843,NaN,NaN,1.785,0.000,0.00,stop
299.893,NaN,NaN,1.785,0.000,0.00,stop
299.943,NaN,NaN,1.785,0.000,0.00,stop
299.993,NaN,NaN,1.785,0.000,0.00,stop
300.043,NaN,NaN,1.785,0.000,0.00,stop
300.093,NaN,NaN,1.785,0.000,0.00,stop
300.143,NaN,NaN,1.785,0.000,0.00,stop
300.193,NaN,NaN,1.785,0.000,0.00,stop
300.243,NaN,NaN,1.785,0.000,0.00,stop
300.293,NaN,NaN,1.785,0.000,0.00,stop
300.343,NaN,NaN,1.785,0.000,0.00,stop
300.393,NaN,NaN,1.785,0.000,0.00,stop
300.443,NaN,NaN,1.785,0.000,0.00,stop
300.493,NaN,NaN,1.785,0.000,0.00,stop
300.543,NaN,NaN,1.785,0.000,0.00,stop
300.593,NaN,NaN,1.785,0.000,0.00,stop
300.643,NaN,NaN,1.785,0.000,0.00,stop
300.693,NaN,NaN,1.785,0.000,0.00,stop
300.743,NaN,NaN,1.785,0.000,0.00,stop
300.793,NaN,NaN,1.785,0.000,0.00,stop
300.843,NaN,NaN,1.785,0.000,0.00,stop
300.893,NaN,NaN,1.785,0.000,0.00,stop
300.943,NaN,NaN,1.785,0.000,0.00,stop
300.993,NaN,NaN,1.785,0.000,0.00,stop
301.043,NaN,NaN,1.785,0.000,0.00,stop
301.093,NaN,NaN,1.785,0.000,0.00,stop
301.143,NaN,NaN,1.785,0.000,0.00,stop
301.193,NaN,NaN,1.785,0.000,0.00,stop
301.243,NaN,NaN,1.785,0.000,0.00,stop
301.293,NaN,NaN,1.785,0.000,0.00,stop
301.343,NaN,NaN,1.785,0.000,0.00,stop
301.393,NaN,NaN,1.785,0.000,0.00,stop
301.443,NaN,NaN,1.785,0.000,0.00,stop
301.493,NaN,NaN,1.785,0.000,0.00,stop
301.543,NaN,NaN,1.785,0.000,0.00,stop
301.593,NaN,NaN,1.785,0.000,0.00,stop
301.643,NaN,NaN,1.785,0.000,0.00,stop
301.693,NaN,NaN,1.785,0.000,0.00,stop
301.743,NaN,NaN,1.785,0.000,0.00,stop
301.793,NaN,NaN,1.785,0.000,0.00,stop
301.843,NaN,NaN,1.785,0.000,0.00,stop
301.893,NaN,NaN,1.785,0.000,0.00,stop
301.943,NaN,NaN,1.785,0.000,0.00,stop
301.993,NaN,NaN,1.785,0.000,0.00,stop
302.043,NaN,NaN,1.785,0.000,0.00,stop
302.093,NaN,NaN,1.785,0.000,0.00,stop
302.143,NaN,NaN,1.785,0.000,0.00,stop
302.193,NaN,NaN,1.785,0.000,0.00,stop
302.243,NaN,NaN,1.785,0.000,0.00,stop
302.293,NaN,NaN,1.785,0.000,0.00,stop
302.343,NaN,NaN,1.785,0.000,0.00,stop
302.393,NaN,NaN,1.785,0.000,0.00,stop
302.443,NaN,NaN,1.785,0.000,0.00,stop
302.493,NaN,NaN,1.785,0.000,0.00,stop
302.543,NaN,NaN,1.785,0.000,0.00,stop
302.593,NaN,NaN,1.785,0.000,0.00,stop
302.643,NaN,NaN,1.785,0.000,0.00,stop
302.693,NaN,NaN,1.785,0.000,0.00,stop
302.743,NaN,NaN,1.785,0.000,0.00,stop
302.793,NaN,NaN,1.785,0.000,0.00,stop
302.843,NaN,NaN,1.785,0.000,0.00,stop
302.893,NaN,NaN,1.785,0.000,0.00,stop
302.943,NaN,NaN,1.785,0.000,0.00,stop
302.993,NaN,NaN,1.785,0.000,0.00,stop
303.043,NaN,NaN,1.785,0.000,0.00,stop
303.093,NaN,NaN,1.785,0.000,0.00,stop
303.143,NaN,NaN,1.785,0.000,0.00,stop
303.193,NaN,NaN,1.785,0.000,0.00,stop
303.243,NaN,NaN,1.785,0.000,0.00,stop
303.293,NaN,NaN,1.785,0.000,0.00,stop
303.343,NaN,NaN,1.785,0.000,0.00,stop
303.393,NaN,NaN,1.785,0.000,0.00,stop
303.443,NaN,NaN,1.785,0.000,0.00,stop
303.493,NaN,NaN,1.785,0.000,0.00,stop
303.543,NaN,NaN,1.785,0.000,0.00,stop
303.593,NaN,NaN,1.785,0.000,0.00,stop
303.643,NaN,NaN,1.785,0.000,0.00,stop
303.693,NaN,NaN,1.785,0.000,0.00,stop
303.743,NaN,NaN,1.785,0.000,0.00,stop
303.793,NaN,NaN,1.785,0.000,0.00,stop
303.843,NaN,NaN,1.785,0.000,0.00,stop
303.893,NaN,NaN,1.785,0.000,0.00,stop
303.943,NaN,NaN,1.785,0.000,0.00,stop
303.993,NaN,NaN,1.785,0.000,0.00,stop
304.043,NaN,NaN,1.785,0.000,0.00,stop
304.093,NaN,NaN,1.785,0.000,0.00,stop
304.143,NaN,NaN,1.785,0.000,0.00,stop
304.193,NaN,NaN,1.785,0.000,0.00,stop
304.243,NaN,NaN,1.785,0.000,0.00,stop
304.293,NaN,NaN,1.785,0.000,0.00,stop
304.343,NaN,NaN,1.785,0.000,0.00,stop
304.393,NaN,NaN,1.785,0.000,0.00,stop
304.443,NaN,NaN,1.785,0.000,0.00,stop
304.493,NaN,NaN,1.785,0.000,0.00,stop
304.543,NaN,NaN,1.785,0.000,0.00,stop
304.593,NaN,NaN,1.785,0.000,0.00,stop
304.643,NaN,NaN,1.785,0.000,0.00,stop
304.693,NaN,NaN,1.785,0.000,0.00,stop
304.743,NaN,NaN,1.785,0.000,0.00,stop
304.793,NaN,NaN,1.785,0.000,0.00,stop
304.843,NaN,NaN,1.785,0.000,0.00,stop
304.893,NaN,NaN,1.785,0.000,0.00,stop
304.943,NaN,NaN,1.785,0.000,0.00,stop
304.993,NaN,NaN,1.785,0.000,0.00,stop
305.043,NaN,NaN,1.785,0.000,0.00,stop
305.093,NaN,NaN,1.785,0.000,0.00,stop
305.143,NaN,NaN,1.785,0.000,0.00,stop
305.193,NaN,NaN,1.785,0.000,0.00,stop
305.243,NaN,NaN,1.785,0.000,0.00,stop
305.293,NaN,NaN,1.785,0.000,0.00,stop
305.343,NaN,NaN,1.785,0.000,0.00,stop
305.393,NaN,NaN,1.785,0.000,0.00,stop
305.443,NaN,NaN,1.785,0.000,0.00,stop
305.493,NaN,NaN,1.785,0.000,0.00,stop
305.543,NaN,NaN,1.785,0.000,0.00,stop
305.593,NaN,NaN,1.785,0.000,0.00,stop
305.643,NaN,NaN,1.785,0.000,0.00,stop
305.693,NaN,NaN,1.785,0.000,0.00,stop
305.743,NaN,NaN,1.785,0.000,0.00,stop
305.793,NaN,NaN,1.785,0.000,0.00,stop
305.843,NaN,NaN,1.785,0.000,0.00,stop
305.893,NaN,NaN,1.785,0.000,0.00,stop
305.943,NaN,NaN,1.785,0.000,0.00,stop
305.993,NaN,NaN,1.785,0.000,0.00,stop
306.043,NaN,NaN,1.785,0.000,0.00,stop
306.093,NaN,NaN,1.785,0.000,0.00,stop
306.143,NaN,NaN,1.785,0.000,0.00,stop
306.193,NaN,NaN,1.785,0.000,0.00,stop
306.243,NaN,NaN,1.785,0.000,0.00,stop
306.293,NaN,NaN,1.785,0.000,0.00,stop
306.343,NaN,NaN,1.785,0.000,0.00,stop
306.393,NaN,NaN,1.785,0.000,0.00,stop
306.443,NaN,NaN,1.785,0.000,0.00,stop
306.493,NaN,NaN,1.785,0.000,0.00,stop
306.543,NaN,NaN,1.785,0.000,0.00,stop
306.593,NaN,NaN,1.785,0.000,0.00,stop
306.643,NaN,NaN,1.785,0.000,0.00,stop
306.693,NaN,NaN,1.785,0.000,0.00,stop
306.743,NaN,NaN,1.785,0.000,0.00,stop
306.793,NaN,NaN,1.785,0.000,0.00,stop
306.843,NaN,NaN,1.785,0.000,0.00,stop
306.893,NaN,NaN,1.785,0.000,0.00,stop
306.943,NaN,NaN,1.785,0.000,0.00,stop
306.993,NaN,NaN,1.785,0.000,0.00,stop
307.043,NaN,NaN,1.785,0.000,0.00,stop
307.093,NaN,NaN,1.785,0.000,0.00,stop
307.143,NaN,NaN,1.785,0.000,0.00,stop
307.193,NaN,NaN,1.785,0.000,0.00,stop
307.243,NaN,NaN,1.785,0.000,0.00,stop
307.293,NaN,NaN,1.785,0.000,0.00,stop
307.343,NaN,NaN,1.785,0.000,0.00,stop
307.393,NaN,NaN,1.785,0.000,0.00,stop
307.443,NaN,NaN,1.785,0.000,0.00,stop
307.493,NaN,NaN,1.785,0.000,0.00,stop
307.543,NaN,NaN,1.785,0.000,0.00,stop
307.593,NaN,NaN,1.785,0.000,0.00,stop
307.643,NaN,NaN,1.785,0.000,0.00,stop
307.693,NaN,NaN,1.785,0.000,0.00,stop
307.743,NaN,NaN,1.785,0.000,0.00,stop
307.793,NaN,NaN,1.785,0.000,0.00,stop
307.843,NaN,NaN,1.785,0.000,0.00,stop
307.893,NaN,NaN,1.785,0.000,0.00,stop
307.943,NaN,NaN,1.785,0.000,0.00,stop
307.993,NaN,NaN,1.785,0.000,0.00,stop
308.043,NaN,NaN,1.785,0.000,0.00,stop
308.093,NaN,NaN,1.785,0.000,0.00,stop
308.143,NaN,NaN,1.785,0.000,0.00,stop
308.193,NaN,NaN,1.785,0.000,0.00,stop
308.243,NaN,NaN,1.785,0.000,0.00,stop
308.293,NaN,NaN,1.785,0.000,0.00,stop
308.343,NaN,NaN,1.785,0.000,0.00,stop
308.393,NaN,NaN,1.785,0.000,0.00,stop
308.443,NaN,NaN,1.785,0.000,0.00,stop
308.493,NaN,NaN,1.785,0.000,0.00,stop
308.543,NaN,NaN,1.785,0.000,0.00,stop
308.593,NaN,NaN,1.785,0.000,0.00,stop
308.643,NaN,NaN,1.785,0.000,0.00,stop
308.693,NaN,NaN,1.785,0.000,0.00,stop
308.743,NaN,NaN,1.785,0.000,0.00,stop
308.793,NaN,NaN,1.785,0.000,0.00,stop
308.843,NaN,NaN,1.785,0.000,0.00,stop
308.893,NaN,NaN,1.785,0.000,0.00,stop
308.943,NaN,NaN,1.785,0.000,0.00,stop
308.993,NaN,NaN,1.785,0.000,0.00,stop
309.043,NaN,NaN,1.785,0.000,0.00,stop
309.093,NaN,NaN,1.785,0.000,0.00,stop
309.143,NaN,NaN,1.785,0.000,0.00,stop
309.193,NaN,NaN,1.785,0.000,0.00,stop
309.243,NaN,NaN,1.785,0.000,0.00,stop
309.293,NaN,NaN,1.785,0.000,0.00,stop
309.343,NaN,NaN,1.785,0.000,0.00,stop
309.393,NaN,NaN,1.785,0.000,0.00,stop
309.443,NaN,NaN,1.785,0.000,0.00,stop
309.493,NaN,NaN,1.785,0.000,0.00,stop
309.543,NaN,NaN,1.785,0.000,0.00,stop
309.593,NaN,NaN,1.785,0.000,0.00,stop
309.643,NaN,NaN,1.785,0.000,0.00,stop
309.693,NaN,NaN,1.785,0.000,0.00,stop
309.743,NaN,NaN,1.785,0.000,0.00,stop
309.793,NaN,NaN,1.785,0.000,0.00,stop
309.843,NaN,NaN,1.785,0.000,0.00,stop
309.893,NaN,NaN,1.785,0.000,0.00,stop
309.943,NaN,NaN,1.785,0.000,0.00,stop
309.993,NaN,NaN,1.785,0.000,0.00,stop
310.043,NaN,NaN,1.785,0.000,0.00,stop
310.093,NaN,NaN,1.785,0.000,0.00,stop
310.143,NaN,NaN,1.785,0.000,0.00,stop
310.193,NaN,NaN,1.785,0.000,0.00,stop
310.243,NaN,NaN,1.785,0.000,0.00,stop
310.293,NaN,NaN,1.785,0.000,0.00,stop
310.343,NaN,NaN,1.785,0.000,0.00,stop
310.393,NaN,NaN,1.785,0.000,0.00,stop
310.443,NaN,NaN,1.785,0.000,0.00,stop
310.493,NaN,NaN,1.785,0.000,0.00,stop
310.543,NaN,NaN,1.785,0.000,0.00,stop
310.593,NaN,NaN,1.785,0.000,0.00,stop
310.643,NaN,NaN,1.785,0.000,0.00,stop
310.693,NaN,NaN,1.785,0.000,0.00,stop
310.743,NaN,NaN,1.785,0.000,0.00,stop
310.793,NaN,NaN,1.785,0.000,0.00,stop
310.843,NaN,NaN,1.785,0.000,0.00,stop
310.893,NaN,NaN,1.785,0.000,0.00,stop
310.943,NaN,NaN,1.785,0.000,0.00,stop
310.993,NaN,NaN,1.785,0.000,0.00,stop
311.043,NaN,NaN,1.785,0.000,0.00,stop
311.093,NaN,NaN,1.785,0.000,0.00,stop
311.143,NaN,NaN,1.785,0.000,0.00,stop
311.193,NaN,NaN,1.785,0.000,0.00,stop
311.243,NaN,NaN,1.785,0.000,0.00,stop
311.293,NaN,NaN,1.785,0.000,0.00,stop
311.343,NaN,NaN,1.785,0.000,0.00,stop
311.393,NaN,NaN,1.785,0.000,0.00,stop
311.443,NaN,NaN,1.785,0.000,0.00,stop
311.493,NaN,NaN,1.785,0.000,0.00,stop
311.543,NaN,NaN,1.785,0.000,0.00,stop
311.593,NaN,NaN,1.785,0.000,0.00,stop
311.643,NaN,NaN,1.785,0.000,0.00,stop
311.693,NaN,NaN,1.785,0.000,0.00,stop
311.743,NaN,NaN,1.785,0.000,0.00,stop
311.793,NaN,NaN,1.785,0.000,0.00,stop
311.843,NaN,NaN,1.785,0.000,0.00,stop
311.893,NaN,NaN,1.785,0.000,0.00,stop
311.943,NaN,NaN,1.785,0.000,0.00,stop
311.993,NaN,NaN,1.785,0.000,0.00,stop
312.043,NaN,NaN,1.785,0.000,0.00,stop
312.093,NaN,NaN,1.785,0.000,0.00,stop
312.143,NaN,NaN,1.785,0.000,0.00,stop
312.193,NaN,NaN,1.785,0.000,0.00,stop
312.243,NaN,NaN,1.785,0.000,0.00,stop
312.293,NaN,NaN,1.785,0.000,0.00,stop
312.343,NaN,NaN,1.785,0.000,0.00,stop
312.393,NaN,NaN,1.785,0.000,0.00,stop
312.443,NaN,NaN,1.785,0.000,0.00,stop
312.493,NaN,NaN,1.785,0.000,0.00,stop
312.543,NaN,NaN,1.785,0.000,0.00,stop
312.593,NaN,NaN,1.785,0.000,0.00,stop
312.643,NaN,NaN,1.785,0.000,0.00,stop
312.693,NaN,NaN,1.785,0.000,0.00,stop
312.743,NaN,NaN,1.785,0.000,0.00,stop
312.793,NaN,NaN,1.785,0.000,0.00,stop
312.843,NaN,NaN,1.785,0.000,0.00,stop
312.893,NaN,NaN,1.785,0.000,0.00,stop
312.943,NaN,NaN,1.785,0.000,0.00,stop
312.993,NaN,NaN,1.785,0.000,0.00,stop
313.043,NaN,NaN,1.785,0.000,0.00,stop
313.093,NaN,NaN,1.785,0.000,0.00,stop
313.143,NaN,NaN,1.785,0.000,0.00,stop
313.193,NaN,NaN,1.785,0.000,0.00,stop
313.243,NaN,NaN,1.785,0.000,0.00,stop
313.293,NaN,NaN,1.785,0.000,0.00,stop
313.343,NaN,NaN,1.785,0.000,0.00,stop
313.393,NaN,NaN,1.785,0.000,0.00,stop
313.443,NaN,NaN,1.785,0.000,0.00,stop
313.493,NaN,NaN,1.785,0.000,0.00,stop
313.543,NaN,NaN,1.785,0.000,0.00,stop
313.593,NaN,NaN,1.785,0.000,0.00,stop
313.643,NaN,NaN,1.785,0.000,0.00,stop
313.693,NaN,NaN,1.785,0.000,0.00,stop
313.743,NaN,NaN,1.785,0.000,0.00,stop
313.793,NaN,NaN,1.785,0.000,0.00,stop
313.843,NaN,NaN,1.785,0.000,0.00,stop
313.893,NaN,NaN,1.785,0.000,0.00,stop
313.943,NaN,NaN,1.785,0.000,0.00,stop
313.993,NaN,NaN,1.785,0.000,0.00,stop
314.043,NaN,NaN,1.785,0.000,0.00,stop
314.093,NaN,NaN,1.785,0.000,0.00,stop
314.143,NaN,NaN,1.785,0.000,0.00,stop
314.193,NaN,NaN,1.785,0.000,0.00,stop
314.243,NaN,NaN,1.785,0.000,0.00,stop
314.293,NaN,NaN,1.785,0.000,0.00,stop
314.343,NaN,NaN,1.785,0.000,0.00,stop
314.393,NaN,NaN,1.785,0.000,0.00,stop
314.443,NaN,NaN,1.785,0.000,0.00,stop
314.493,NaN,NaN,1.785,0.000,0.00,stop
314.543,NaN,NaN,1.785,0.000,0.00,stop
314.593,NaN,NaN,1.785,0.000,0.00,stop
314.643,NaN,NaN,1.785,0.000,0.00,stop
314.693,NaN,NaN,1.785,0.000,0.00,stop
314.743,NaN,NaN,1.785,0.000,0.00,stop
314.793,NaN,NaN,1.785,0.000,0.00,stop
314.843,NaN,NaN,1.785,0.000,0.00,stop
314.893,NaN,NaN,1.785,0.000,0.00,stop
314.943,NaN,NaN,1.785,0.000,0.00,stop
314.993,NaN,NaN,1.785,0.000,0.00,stop
315.043,NaN,NaN,1.785,0.000,0.00,stop
315.093,NaN,NaN,1.785,0.000,0.00,stop
315.143,NaN,NaN,1.785,0.000,0.00,stop
315.193,NaN,NaN,1.785,0.000,0.00,stop
315.243,NaN,NaN,1.785,0.000,0.00,stop
315.293,NaN,NaN,1.785,0.000,0.00,stop
315.343,NaN,NaN,1.785,0.000,0.00,stop
315.393,NaN,NaN,1.785,0.000,0.00,stop
315.443,NaN,NaN,1.785,0.000,0.00,stop
315.493,NaN,NaN,1.785,0.000,0.00,stop
315.543,NaN,NaN,1.785,0.000,0.00,stop
315.593,NaN,NaN,1.785,0.000,0.00,stop
315.643,NaN,NaN,1.785,0.000,0.00,stop
315.693,NaN,NaN,1.785,0.000,0.00,stop
315.743,NaN,NaN,1.785,0.000,0.00,stop
315.793,NaN,NaN,1.785,0.000,0.00,stop
315.843,NaN,NaN,1.785,0.000,0.00,stop
315.893,NaN,NaN,1.785,0.000,0.00,stop
315.943,NaN,NaN,1.785,0.000,0.00,stop
315.993,NaN,NaN,1.785,0.000,0.00,stop
316.043,NaN,NaN,1.785,0.000,0.00,stop
316.093,NaN,NaN,1.785,0.000,0.00,stop
316.143,NaN,NaN,1.785,0.000,0.00,stop
316.193,NaN,NaN,1.785,0.000,0.00,stop
316.243,NaN,NaN,1.785,0.000,0.00,stop
316.293,NaN,NaN,1.785,0.000,0.00,stop
316.343,NaN,NaN,1.785,0.000,0.00,stop
316.393,NaN,NaN,1.785,0.000,0.00,stop
316.443,NaN,NaN,1.785,0.000,0.00,stop
316.493,NaN,NaN,1.785,0.000,0.00,stop
316.543,NaN,NaN,1.785,0.000,0.00,stop
316.593,NaN,NaN,1.785,0.000,0.00,stop
316.643,NaN,NaN,1.785,0.000,0.00,stop
316.693,NaN,NaN,1.785,0.000,0.00,stop
316.743,NaN,NaN,1.785,0.000,0.00,stop
316.793,NaN,NaN,1.785,0.000,0.00,stop
316.843,NaN,NaN,1.785,0.000,0.00,stop
316.893,NaN,NaN,1.785,0.000,0.00,stop
316.943,NaN,NaN,1.785,0.000,0.00,stop
316.993,NaN,NaN,1.785,0.000,0.00,stop
317.043,NaN,NaN,1.785,0.000,0.00,stop
317.093,NaN,NaN,1.785,0.000,0.00,stop
317.143,NaN,NaN,1.785,0.000,0.00,stop
317.193,NaN,NaN,1.785,0.000,0.00,stop
317.243,NaN,NaN,1.785,0.000,0.00,stop
317.293,NaN,NaN,1.785,0.000,0.00,stop
317.343,NaN,NaN,1.785,0.000,0.00,stop
317.393,NaN,NaN,1.785,0.000,0.00,stop
317.443,NaN,NaN,1.785,0.000,0.00,stop
317.493,NaN,NaN,1.785,0.000,0.00,stop
317.543,NaN,NaN,1.785,0.000,0.00,stop
317.593,NaN,NaN,1.785,0.000,0.00,stop
317.643,NaN,NaN,1.785,0.000,0.00,stop
317.693,NaN,NaN,1.785,0.000,0.00,stop
317.743,NaN,NaN,1.785,0.000,0.00,stop
317.793,NaN,NaN,1.785,0.000,0.00,stop
317.843,NaN,NaN,1.785,0.000,0.00,stop
317.893,NaN,NaN,1.785,0.000,0.00,stop
317.943,NaN,NaN,1.785,0.000,0.00,stop
317.993,NaN,NaN,1.785,0.000,0.00,stop
318.043,NaN,NaN,1.785,0.000,0.00,stop
318.093,NaN,NaN,1.785,0.000,0.00,stop
318.143,NaN,NaN,1.785,0.000,0.00,stop
318.193,NaN,NaN,1.785,0.000,0.00,stop
318.243,NaN,NaN,1.785,0.000,0.00,stop
318.293,NaN,NaN,1.785,0.000,0.00,stop
318.343,NaN,NaN,1.785,0.000,0.00,stop
318.393,NaN,NaN,1.785,0.000,0.00,stop
318.443,NaN,NaN,1.785,0.000,0.00,stop
318.493,NaN,NaN,1.785,0.000,0.00,stop
318.543,NaN,NaN,1.785,0.000,0.00,stop
318.593,NaN,NaN,1.785,0.000,0.00,stop
318.643,NaN,NaN,1.785,0.000,0.00,stop
318.693,NaN,NaN,1.785,0.000,0.00,stop
318.743,NaN,NaN,1.785,0.000,0.00,stop
318.793,NaN,NaN,1.785,0.000,0.00,stop
318.843,NaN,NaN,1.785,0.000,0.00,stop
318.893,NaN,NaN,1.785,0.000,0.00,stop
318.943,NaN,NaN,1.785,0.000,0.00,stop
318.993,NaN,NaN,1.785,0.000,0.00,stop
319.043,NaN,NaN,1.785,0.000,0.00,stop
319.093,NaN,NaN,1.785,0.000,0.00,stop
319.143,NaN,NaN,1.785,0.000,0.00,stop
319.193,NaN,NaN,1.785,0.000,0.00,stop
319.243,NaN,NaN,1.785,0.000,0.00,stop
319.293,NaN,NaN,1.785,0.000,0.00,stop
319.343,NaN,NaN,1.785,0.000,0.00,stop
319.393,NaN,NaN,1.785,0.000,0.00,stop
319.443,NaN,NaN,1.785,0.000,0.00,stop
319.493,NaN,NaN,1.785,0.000,0.00,stop
319.543,NaN,NaN,1.785,0.000,0.00,stop
319.593,NaN,NaN,1.785,0.000,0.00,stop
319.643,NaN,NaN,1.785,0.000,0.00,stop
319.693,NaN,NaN,1.785,0.000,0.00,stop
319.743,NaN,NaN,1.785,0.000,0.00,stop
319.793,NaN,NaN,1.785,0.000,0.00,stop
319.843,NaN,NaN,1.785,0.000,0.00,stop
319.893,NaN,NaN,1.785,0.000,0.00,stop
319.943,NaN,NaN,1.785,0.000,0.00,stop
319.993,NaN,NaN,1.785,0.000,0.00,stop
320.043,NaN,NaN,1.785,0.000,0.00,stop
320.093,NaN,NaN,1.785,0.000,0.00,stop
320.143,NaN,NaN,1.785,0.000,0.00,stop
320.193,NaN,NaN,1.785,0.000,0.00,stop
320.243,NaN,NaN,1.785,0.000,0.00,stop
320.293,NaN,NaN,1.785,0.000,0.00,stop
320.343,NaN,NaN,1.785,0.000,0.00,stop
320.393,NaN,NaN,1.785,0.000,0.00,stop
320.443,NaN,NaN,1.785,0.000,0.00,stop
320.493,NaN,NaN,1.785,0.000,0.00,stop
320.543,NaN,NaN,1.785,0.000,0.00,stop
320.593,NaN,NaN,1.785,0.000,0.00,stop
320.643,NaN,NaN,1.785,0.000,0.00,stop
320.693,NaN,NaN,1.785,0.000,0.00,stop
320.743,NaN,NaN,1.785,0.000,0.00,stop
320.793,NaN,NaN,1.785,0.000,0.00,stop
320.843,NaN,NaN,1.785,0.000,0.00,stop
320.893,NaN,NaN,1.785,0.000,0.00,stop
320.943,NaN,NaN,1.785,0.000,0.00,stop
320.993,NaN,NaN,1.785,0.000,0.00,stop
321.043,NaN,NaN,1.785,0.000,0.00,stop
321.093,NaN,NaN,1.785,0.000,0.00,stop
321.143,NaN,NaN,1.785,0.000,0.00,stop
321.193,NaN,NaN,1.785,0.000,0.00,stop
321.243,NaN,NaN,1.785,0.000,0.00,stop
321.293,NaN,NaN,1.785,0.000,0.00,stop
321.343,NaN,NaN,1.785,0.000,0.00,stop
321.393,NaN,NaN,1.785,0.000,0.00,stop
321.443,NaN,NaN,1.785,0.000,0.00,stop
321.493,NaN,NaN,1.785,0.000,0.00,stop
321.543,NaN,NaN,1.785,0.000,0.00,stop
321.593,NaN,NaN,1.785,0.000,0.00,stop
321.643,NaN,NaN,1.785,0.000,0.00,stop
321.693,NaN,NaN,1.785,0.000,0.00,stop
321.743,NaN,NaN,1.785,0.000,0.00,stop
321.793,NaN,NaN,1.785,0.000,0.00,stop
321.843,NaN,NaN,1.785,0.000,0.00,stop
321.893,NaN,NaN,1.785,0.000,0.00,stop
321.943,NaN,NaN,1.785,0.000,0.00,stop
321.993,NaN,NaN,1.785,0.000,0.00,stop
322.043,NaN,NaN,1.785,0.000,0.00,stop
322.093,NaN,NaN,1.785,0.000,0.00,stop
322.143,NaN,NaN,1.785,0.000,0.00,stop
322.193,NaN,NaN,1.785,0.000,0.00,stop
322.243,NaN,NaN,1.785,0.000,0.00,stop
322.293,NaN,NaN,1.785,0.000,0.00,stop
322.343,NaN,NaN,1.785,0.000,0.00,stop
322.393,NaN,NaN,1.785,0.000,0.00,stop
322.443,NaN,NaN,1.785,0.000,0.00,stop
322.493,NaN,NaN,1.785,0.000,0.00,stop
322.543,NaN,NaN,1.785,0.000,0.00,stop
322.593,NaN,NaN,1.785,0.000,0.00,stop
322.643,NaN,NaN,1.785,0.000,0.00,stop
322.693,NaN,NaN,1.785,0.000,0.00,stop
322.743,NaN,NaN,1.785,0.000,0.00,stop
322.793,NaN,NaN,1.785,0.000,0.00,stop
322.843,NaN,NaN,1.785,0.000,0.00,stop
322.893,NaN,NaN,1.785,0.000,0.00,stop
322.943,NaN,NaN,1.785,0.000,0.00,stop
322.993,NaN,NaN,1.785,0.000,0.00,stop
323.043,NaN,NaN,1.785,0.000,0.00,stop
323.093,NaN,NaN,1.785,0.000,0.00,stop
323.143,NaN,NaN,1.785,0.000,0.00,stop
